Job Title,Company Name,Location,Job Time,Category,Salary,Post Date,Deadline,Job URL,Company Logo URL
Qrafik Dizayn müəllimi,Diamond Academy,"Bakı, Fuad İbrahimbəyov 21",Yarım-ştat,Qrafik dizayn,Razılaşma ilə,22 mart 2025,22 aprel 2025,https://www.hellojob.az/vakansiya/qrafik-dizayn-muellimi-904864,https://www.hellojob.az/resized/companies/u7ddWJIxwIuLhPtUaUXQ6pTYlAVQ5Pt0jPHJkwzR-120--resize.webp
Sosial Media Marketinq (SMM) mütəxəssisi,Master Roofing,"Bakı, AĞ ŞƏHƏR",Tam-ştat,SMM,500 AZN,22 mart 2025,21 aprel 2025,https://www.hellojob.az/vakansiya/sosial-media-marketinq-smm-mutexessisi-904861,https://www.hellojob.az/resized/companies/7cf07837042dead89c83db103e9cf7b0-120--resize.webp
Satış və marketinq mütəxəssisi,Ram Solutions,"Bakı, Nərmanov Əhməd Rəcəbli Çinar park biznes mərkəzi",Tam-ştat,Satış üzrə mütəxəssis,1100 AZN,22 mart 2025,21 aprel 2025,https://www.hellojob.az/vakansiya/satis-ve-marketinq-mutexessisi-904858,
Xadimə,Master Roofing,"Bakı, AĞ ŞƏHƏR",Tam-ştat,Xadimə,500 AZN,22 mart 2025,21 aprel 2025,https://www.hellojob.az/vakansiya/xadime,https://www.hellojob.az/resized/companies/7cf07837042dead89c83db103e9cf7b0-120--resize.webp
Satış Meneceri,Master Roofing,"Bakı, AĞ ŞƏHƏR",Tam-ştat,Satış üzrə mütəxəssis,500 AZN,22 mart 2025,21 aprel 2025,https://www.hellojob.az/vakansiya/satis-meneceri-904863,https://www.hellojob.az/resized/companies/7cf07837042dead89c83db103e9cf7b0-120--resize.webp
Главный бухгалтер,Restaurants by Emin Agalarov,Bakı,Tam-ştat,Mühasibat,3000 AZN,21 mart 2025,20 aprel 2025,https://www.hellojob.az/vakansiya/glavnyi-buxgalter,https://www.hellojob.az/storage/companies/06ccb8ff5519472beb989338237956bc.svg
Xaricdə təhsil üzrə mütəxəssis,Evolead MMC,"Bakı, Bakı şəhəri, Nərimanov ray",Tam-ştat,Satış üzrə mütəxəssis,Razılaşma ilə,21 mart 2025,20 aprel 2025,https://www.hellojob.az/vakansiya/xaricde-tehsil-uzre-mutexessis,
Aşpaz,PON-PUSHKA,Bakı,Tam-ştat,Aşpaz,500 AZN,21 mart 2025,20 aprel 2025,https://www.hellojob.az/vakansiya/aspaz-904852,
IT Project Manager,Rəqəmsal Səhiyyə Mərkəzi,Bakı,Tam-ştat,Digər,800 - 1500 AZN,21 mart 2025,20 aprel 2025,https://www.hellojob.az/vakansiya/it-project-manager,
Full-stack Developer,Rəqəmsal Səhiyyə Mərkəzi,Bakı,Tam-ştat,İT mütəxəssisi / məsləhətçi,1000 - 1500 AZN,21 mart 2025,20 aprel 2025,https://www.hellojob.az/vakansiya/full-stack-developer,
Satış Meneceri,Saat Store,"Bakı, Saat Store",Tam-ştat,Digər,500 - 1200 AZN,21 mart 2025,20 aprel 2025,https://www.hellojob.az/vakansiya/satis-meneceri-904855,https://www.hellojob.az/resized/companies/b57a7989e568e94c80bea09bd345cf90-120--resize.webp
