Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year
70,"K Kanjanawanishkul, B Uyyanonvara",Fast Adaptive Algorithm for Time-Critical Color Quantization Application.,18,2003, researchgate.net, DICTA,https://www.researchgate.net/profile/Bunyarit-Uyyanonvara/publication/221210076_Fast_Adaptive_Algorithm_for_Time-Critical_Color_Quantization_Application/links/09e4150ffa9285646d000000/Fast-Adaptive-Algorithm-for-Time-Critical-Color-Quantization-Application.pdf,1
92,"S Makrogiannis, G Economou, S Fotopoulos",Region oriented compression of color images using fuzzy inference and fast merging,18,2002, Elsevier, Pattern Recognition,https://www.sciencedirect.com/science/article/pii/S0031320301001303,1
81,"M Frackiewicz, H Palus",KM and KHM clustering techniques for colour image quantisation,17,2011, Springer, … vision and medical image processing: recent …,https://link.springer.com/chapter/10.1007/978-94-007-0011-6_9,1
25,"CY Lin, CH Chen",An invisible hybrid color image system using spread vector quantization neural networks with penalized FCM,17,2007, Elsevier, Pattern Recognition,https://www.sciencedirect.com/science/article/pii/S0031320306004778,1
74,"L Zhao, Z Wang, Y Zuo, D Hu",Comprehensive evaluation method of ethnic costume color based on K-means clustering method,17,2021, mdpi.com, Symmetry,https://www.mdpi.com/2073-8994/13/10/1822,3
56,"SG Kandi, MA Tehran, M Rahmati",New method for obtaining proper initial clusters to perform FCM algorithm for colour image clustering,16,2009, Taylor & Francis, The Journal of The Textile …,https://www.tandfonline.com/doi/abs/10.1080/00405000701757545,1
98,"SS Park, KK Seo, DS Jang",Fuzzy art-based image clustering method for content-based image retrieval,15,2007, World Scientific, International Journal of Information …,https://www.worldscientific.com/doi/abs/10.1142/S0219622007002496,1
83,"M Lei, Y Zhou, Q Luo",Color image quantization using flower pollination algorithm,15,2020, Springer, Multimedia Tools and Applications,https://link.springer.com/article/10.1007/s11042-020-09680-1,2
8,"M Frackiewicz, A Mandrella, H Palus",Fast color quantization by K-means clustering combined with image sampling,14,2019, mdpi.com, Symmetry,https://www.mdpi.com/2073-8994/11/8/963,2
19,"ME Celebi, Q Wen, S Hwang, G Schaefer",Color quantization of dermoscopy images using the k-means clustering algorithm,14,2013, Springer, Color Medical Image Analysis,https://link.springer.com/chapter/10.1007/978-94-007-5389-1_5,1
12,"P Jitpakdee, P Aimmanee…",A hybrid approach for color image quantization using k-means and firefly algorithms,13,2013, academia.edu, World Acad. Sci. Eng …,https://www.academia.edu/download/82739784/6965.pdf,1
18,"S Kiranyaz, S Uhlmann…",Dominant color extraction based on dynamic clustering by multi-dimensional particle swarm optimization,13,2009, ieeexplore.ieee.org, 2009 Seventh International …,https://ieeexplore.ieee.org/abstract/document/5137838/,1
57,"ML Perez-Delgado, JÁR Gallego",A hybrid color quantization algorithm that combines the greedy orthogonal bi-partitioning method with artificial ants,13,2019, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/8815696/,2
60,"S Kiranyaz, S Uhlmann, T Ince, M Gabbouj",Perceptual dominant color extraction by multidimensional Particle Swarm Optimization,12,2010, Springer, EURASIP Journal on …,https://link.springer.com/content/pdf/10.1155/2009/451638.pdf,1
10,"L Dong, W Dong, N Feng, M Mao, L Chen…",Color space quantization-based clustering for image retrieval,12,2017, Springer, Frontiers of Computer …,https://link.springer.com/article/10.1007/s11704-016-5538-y,1
58,G Schaefer,Soft computing-based colour quantisation,12,2014, Springer, EURASIP Journal on Image and Video Processing,https://link.springer.com/article/10.1186/1687-5281-2014-8,1
97,"KNS Bel, IS Sam",Black hole Entropic Fuzzy Clustering-based image indexing and Tversky index-feature matching for image retrieval in cloud computing environment,12,2021, Elsevier, Information Sciences,https://www.sciencedirect.com/science/article/pii/S0020025521000815,2
88,"SO Abter, NAZ Abdullah",An efficient color quantization using color histogram,11,2017, ieeexplore.ieee.org, … Annual Conference on New Trends in …,https://ieeexplore.ieee.org/abstract/document/7976153/,1
52,"CH Chang, M Shibu, R Xiao",Self organizing feature map for color quantization on FPGA,11,2006, Springer, FPGA implementations of neural networks,https://link.springer.com/chapter/10.1007/0-387-28487-7_8,1
9,"GE Tsekouras, DM Tsolakis",Fuzzy clustering-based vector quantization for image compression,11,2012, Springer, Computational Intelligence in Image …,https://link.springer.com/chapter/10.1007/978-3-642-30621-1_5,1
75,"K Nongmeikapam, WK Kumar…",An unsupervised cluster-wise color segmentation of medical and camera images using genetically improved fuzzy-Markovian decision relational model,11,2018, content.iospress.com, … Intelligent & Fuzzy …,https://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs17968,1
43,"J Zhang, Y Song, Y Zhang…",A new approach of color image quantization based on Normalized Cut algorithm,10,2011, ieeexplore.ieee.org, The First Asian …,https://ieeexplore.ieee.org/abstract/document/6166589/,1
85,"B Kaur, P Kaur",Improving the color image segmentation using fuzzy-C-means,8,2016, ieeexplore.ieee.org, 2016 International Conference on Advanced …,https://ieeexplore.ieee.org/abstract/document/7831747/,1
99,"R Kaur, S Gupta, PS Sandhu",Optimization color quantization in L* A* B* color space using particle swarm optimization,8,2011, academia.edu, Proceedings of International …,https://www.academia.edu/download/81021499/68._20ravneet_paper.pdf,1
29,T Rahkar Farshi,Color image quantization with peak-picking and color space,8,2020, Springer, Multimedia Systems,https://link.springer.com/article/10.1007/s00530-020-00682-5,1
45,"X Zhu, J Zhao, J Yuan, H Xu",A fuzzy quantization approach to image retrieval based on color and texture,7,2009, dl.acm.org, … of the 3rd International Conference on …,https://dl.acm.org/doi/abs/10.1145/1516241.1516265,0
72,AS Capelle-Laizé…,TBM for color image processing: a quantization algorithm,7,2006, ieeexplore.ieee.org, 2006 9th International …,https://ieeexplore.ieee.org/abstract/document/4086105/,0
54,"R Sombutkaew, Y Kumsang…",Adaptive quantization with Fuzzy C-mean clustering for liver ultrasound compression,6,2014, ieeexplore.ieee.org, 2014 14th International …,https://ieeexplore.ieee.org/abstract/document/6987834/,0
47,M Roberto e Souza…,A Hybrid Approach Using the ‐means and Genetic Algorithms for Image Color Quantization,6,2020, Wiley Online Library, … for Data Clustering,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119551621.ch9,1
33,"ML Pérez-Delgado, MA Günen",A comparative study of evolutionary computation and swarm-based methods applied to color quantization,6,2023, Elsevier, Expert Systems with Applications,https://www.sciencedirect.com/science/article/pii/S0957417423011685,2
17,"FZB Belahbib, F Souami",Genetic algorithm clustering for color image quantization,5,2011, ieeexplore.ieee.org, 3rd European Workshop on Visual …,https://ieeexplore.ieee.org/abstract/document/6045508/,0
38,"M Saeed, H Nezamabadi-Pour",Fuzzy color quantization and its application in Content-based image retrieval,5,2008, academia.edu, Proc. of the WSEAS Int. Conf. on …,https://www.academia.edu/download/96459321/9-CISST.pdf,0
86,"H Naz, T Saba, FS Alamri, AS Almasoud…",An improved robust fuzzy local information k-means clustering algorithm for diabetic retinopathy detection,5,2024, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/10506509/,2
78,"ME Celebi, Q Wen",VARIANCE-CUT: A fast color quantization method based on hierarchical clustering,4,2013, ieeexplore.ieee.org, 2013 International Conference on …,https://ieeexplore.ieee.org/abstract/document/6718239/,0
63,"R Sombutkaew, O Chitsobhuk, D Prapruttam…",Adaptive quantization via fuzzy classified priority mapping for liver ultrasound compression,4,2016, ijicic.org, Int. J. Innov. Comput. Inf …,http://ijicic.org/ijicic-120223.pdf,0
89,"ML Pérez-Delgado, ME Celebi",A comparative study of color quantization methods using various image quality assessment indices,4,2024, Springer, Multimedia Systems,https://link.springer.com/article/10.1007/s00530-023-01206-7,2
49,"CH Chou, MC Su, YX Zhao, FH Hsu",A reinforcement-learning approach to color quantization,4,2011, jase.tku.edu.tw, Journal of Applied Science …,http://jase.tku.edu.tw/articles/jase-201106-14-2-07,0
28,"SJ Wang, YS Wu",Could not catch title,4,0," Journal of CCI T, 2008",SJ Wang,"Look manually at: https://scholar.google.com/scholar?start=20&q=Dominant+color+quantization+using+fuzzy+clustering&hl=en&as_sdt=0,5&as_ylo=2000",0
73,"E Pelayo, D Buldain, C Orrite",Focused image color quantization using magnitude sensitive competitive learning algorithm,4,2012, scitepress.org, International Conference on Neural …,https://www.scitepress.org/Papers/2012/41508/,0
80,"M Frąckiewicz, H Palus, R Tadeusiewicz…",Initialization methods for clustering in colour quantization techniques,4,2009, academia.edu, … Methods and Systems …,https://www.academia.edu/download/50832141/Initialization_methods_for_clustering_in20161211-15258-qv0gfv.pdf,0
22,"DL Yang, JW Zhang",Study of image quantization technology based on FCM clustering algorithm,3,2010, ieeexplore.ieee.org, 2010 International Conference on …,https://ieeexplore.ieee.org/abstract/document/5743452/,0
4,"L Szilágyi, G Dénesi, C Enăchescu",Fast color quantization via fuzzy clustering,3,2016, Springer, … 2016  Kyoto  Japan  October 16–21 …,https://link.springer.com/chapter/10.1007/978-3-319-46681-1_12,0
77,"KM Goh, Z Ismaail",8 Colour Quantization of Colour Construct Code in CIELAB Colour Space Using K-Means Clustering and Hungarian Assignment,2,2016, Springer, Advanced Computer and Communication Engineering …,https://link.springer.com/chapter/10.1007/978-3-319-24584-3_57,0
31,"M Kılıçaslan, MO İncetaş",Adaptive Color Quantization Method with Multi-level Thresholding,2,2023, Springer, International Journal of Computational …,https://link.springer.com/article/10.1007/s44196-023-00185-x,1
95,SK Bandyopadhyay,Colour quantization Technique for medical image segmentation,1,2011, search.proquest.com, … Journal of Research and Reviews in …,https://search.proquest.com/openview/e6dd73407c2df29917fc941cf75f1e64/1?pq-origsite=gscholar&cbl=276284,0
20,"J Rout, S Das, M Mishra",An Empirical Analysis of Digital Image Color Quantization using Partition Based Clustering Techniques,1,2022, ieeexplore.ieee.org, 2022 IEEE 2nd International …,https://ieeexplore.ieee.org/abstract/document/10051562/,0
87,"T Pattnaik, P Kanungo",Dominant peak-means clustering for color image segmentation,1,2017, ieeexplore.ieee.org, 2017 International Conference on …,https://ieeexplore.ieee.org/abstract/document/8321889/,0
67,"F Abedi, AF Al-Baghdadi",Multi-objective optimization for vector quantization via genetic algorithm,1,2024, opg.optica.org, Optics Continuum,https://opg.optica.org/abstract.cfm?uri=optcon-3-5-808,0
35,"SS Harshvardhan, S Kiran…",Color Texture Segmentation using Binary Tree Cluster Quantization Technique,1,2015, researchgate.net, Int. J. Innov. Res. Comput …,https://www.researchgate.net/profile/Shabnam-Sangwan/publication/389039455_Color_Texture_Segmentation_using_Binary_Tree_Cluster_Quantization_Technique/links/67b1c5c34c479b26c9e2f61e/Color-Texture-Segmentation-using-Binary-Tree-Cluster-Quantization-Technique.pdf,0
